id,route_name,first_ascent,description,location,protection,YDS,parent_sector,left_right_seq,mp_route_id,mp_sector_id,longitude,latitude
c2aa450a-36bc-4c84-9b5a-5190f9f52fba,Remnants of a Fine Woman,Heidi Badaracco & Paul Piana 1990,"Paul Piana's 'most favorite 12c' (of the area, anyways). Great sustained movement on cool crimps without much for a rest. Stout.",Leftmost route on the wall. Begin on right-facing crack.,,5.12+,Streaked Wall,0,107982962,107982958,-103.4799,43.8867
3213faf4-4bad-47d8-ac41-5cce4f90651b,Man Afraid of His Horse,Todd Skinner 1990,Very crimpy testpiece! Finesse through thin 13a climbing to a vicious boulder problem. Followed by a good rest and easier 5.12 redpoint crux before anchors. Requires cool and dry conditions. Hidden fist jam in crux ;). Named after an Oglala Sioux Cheif.,Climbs the obvious steep black streak left of arete.,,5.14a,Streaked Wall,1,107982972,107982958,-103.4799,43.8867
b11ad9e4-b53c-438a-b65a-84424c9b0995,Sneaky Baboon,Joel McKillop & Chris Hirsch,This trickster begins stemming in between the two baboon formations. Then establish on the Big Baboon when holds appear. Swing from bolt to bolt through steep and sustained terrain. Finishes on a big ledge just below the true summit.,Climbs the NW end of the Big Baboon. Scramble up in between the formations to find the first bolt. Single 80m rope rap.,,5.11,Right of Passage,4,112340154,108006583,-103.4818,43.8813
219e1813-e764-466e-ac9c-31db7020666f,Madam Mohawk,Paul Piana,,Directly behind the Right of passage wall and about 200 feet uphill from black elk speaks.,8 -9 ish bolts mid way rap anchors. Bring some gear if you want to protect some of the run outs. Alpine draws recommended.The bolts are where the climbing is slightly engaging or harder.,5.10a,Right of Passage,7,111081253,108006583,-103.4818,43.8813
28284a2d-34cb-49b5-a3b8-cd245ac95261,Ishmael,Chris Hirsch 3/2017,,20' right of Gibbon Take. Rap off anchors on the north end of the summit ledge. 80m rope.,,5.12-,Right of Passage,6,112789100,108006583,-103.4818,43.8813
f721dce8-7f2c-4085-b7c4-2c4f37eee172,The Howler,Chris Hirsch & Aaron Stetzer 2013 (Ground-up),"Beautiful plumb line with many pinches and sidepulls. Great warm-up for the area! Dirty, easy start to the first bolt at 20'.",On the N face of the Little Baboon Spire. Which is one of the first walls you see when walking into this sector. Single 60m rap.,,5.10,Right of Passage,3,109692338,108006583,-103.4818,43.8813
03607242-3b7e-411c-8433-91cfd440024e,Forbidden Colors,Paul Piana & Heidi Badaracco 1991,"Once the cover of Climbing Magazine, this thing is the best hard sport route in all of Rushmore, or the Hills?? Beautiful tall arete with sharp water streak. Sustained 5.12+ crimper moves the whole way to a redpoint crux at the top. Given the short and flat hike this classic deserves more attention!",Follow area's directions and it'll bring you right to the base. Formation can be seen from trail junction.,,5.13b,Right of Passage,1,108006587,108006583,-103.4818,43.8813
81ba169e-1cc8-4482-826e-fbd97d19ebd6,Connfounded,"Chris Hirsch, Oct. '17 (ground-up)",A nice mixed line in this sport area to mix it up. Begins with a somewhat bouldery start to reach the horizontal where you can place your first piece. Follow crack up right over bulge then jog left on good holds for two bolts. Continue up plumb crack with excellent gear. When crack fades clip bolt and step right onto slab then back left to gain two more bolts. Easy run to the anchors.,"This is in the center of the narrow corridor, where the old trail went, on the east side. Start in shallow dihedral on a rail on chest height.",,5.10+,Right of Passage,2,113799667,108006583,-103.4818,43.8813
26338486-7182-4227-a54e-b689c7164e89,Black Elk Speaks,"Paul Piana, Heidi Badaracco 1991","Begin the same as Forbidden Colors, but continue up flake system towards the next black streak on an arête. Difficult opening moves leads to a thin crux then balancy laybacking on the arête. A much easier version of Forbidden Colors...excellent moves, excellent rock, and very unrelenting! Bring a #4 camalot for in between the second bolt of Forbidden and the first bolt of Black Elk.",Climbs the arête just left of Forbidden. Single 60m rap.,,5.12,Right of Passage,0,109692267,108006583,-103.4818,43.8813
580aca25-5fd2-4e97-b51d-a34bbd1b4823,"Liars, Beggars, & Thieves","Mike Olson, BC Haney  Circa 1991",,Middle of the wall. 4th from left. Second from right and quite a few feet to the left of the flake that dominates the right side of the wall.,"A normal rack of nuts and a fistfull of finger-sized cams. Bring 9 quickdraws for the bolts at the beginning and enjoy sporty anchors. Head pointing due to cowardice is acceptable if you have at least a 60 meter rope. However, a 70 might give you more peace of mind. Shares anchors with Greetings to its left.",5.10d,Streaked Wall,3,112560600,107982958,-103.4799,43.8867
7bb48689-ee72-4ef1-beef-05fc379a2583,Gibbon Take,"Jason McNabb, Chris Hirsch, Joel McKillop, Cali Terveen","Nice aesthetic route that starts up a black streak, where you'll encounter the first crux. Then finish up the arete where another delicate crux lies.","On the NW end of the Big Baboon spire, this climbs the W corner, beginning up a right leaning ramp. Stops at a ledge about 30' short of the summit. 70m rope rap.",,5.12b,Right of Passage,5,112340204,108006583,-103.4818,43.8813
6f935e42-f978-4085-8443-363833be63df,Greetings from the Ground,"Mike Olson and BC Haney, circa 1991","A fairly awesome route in the middle of The Streaked Wall. Starts on some steep, knobby slab that becomes crimpy. At this point the climbing contains an emphasis on high stepping and reaching to the next decent hold that is usually no more than a long static move away. Climb higher to a typical crystal pinching ramp to a quart-filled crack. Gain a dihedral stemming problem complete with a sporty layback sequence that ends on jugs. Snag a rest and get set up for a leaping traverse to the right on crazy crimps and freaky feet. Gain another slab to the anchors. Overall the route is steep with great, powerful movement with full on feelings of exposure! Get on this one if you climb the grade and love the challenge an unusual route throws at you.","Down the slope and to the right of the black streak that holds ""A Man Afraid of His Horse""",10 bolts. Some bolts at the bottom are crappy spinners. The bolts where the climber is most likely to fall are brand new and bomber.,5.10c,Streaked Wall,2,112315105,107982958,-103.4799,43.8867
0a379c90-8564-4daa-917f-4d403d20b5a3,Flugle-Urf,"Olsen, M. & Haney, BC  circa 1991",,"When facing the wall, with your left hand pointing towards the road, this would be the 5th route from the left. Unmistakable wide crack start. This climb is a freak of nature that makes you want to ignore all the evidence presented and defend your own world view with statements like, ""Well, that can't be right!""","Big stuff. Long slings. 7 bolts protect the face climbing. Has its own independent anchors. Definitely in the category of ""it sucks so bad that it is awesome"" type of routes. Give it a chance before you bail.",5.11a,Streaked Wall,4,112810045,107982958,-103.4799,43.8867
d08a1024-ebea-40dd-b85f-f1c894733def,Bella Venetta,"Ron Yahne, Duane Martinson, Bruce Junek, Brent and Nora Kertzman  2000","This outstanding route lies just to the right of the corridor used to access the West Face area.  Steep and sustained, the Rushmore Guidebook refers to this as 'one of the best 45' sport routes in the area'.  It is not to be missed!","Bella Venetta is located toward the south end of the East Face.  As you approach the east face, trend left to a shallow gully.  Head up this gully and you will be at the base of the route.",6 bolts to the lowering anchors.,5.11-,Horsethief Spire East Face,0,110900171,110900162,-103.48115,43.888
3ed31705-108e-49f1-b5ea-1d24d1bd9632,Watch for the Bees,unknown,This route goes right of the J-Crack on the face up to a vertical face with some awesome jugs. The face is a little balancy with some little slopers and crimpers then the vertical half of the climb has some really good jugs.,"The route is located right of the J-Crack on the face. Once you find the face you will see a little peninsula sticking out, the anchors are on top of it.",There are chain anchors on top. Bring 2 draws or a sling to hang over edge to make TRing easier.,5.9,Upper Cliff,999999,105939195,105821291,-103.24408,44.08629
bac4c0fb-5c88-4a02-8909-bea5a4764540,Unknown 5.4,unknown,This is a nice an easy climb for people who like cracks and are getting into leading trad.  The rock is faily solid and takes pro pretty easy.,Up the hill from the Vegan Boulder to the Left.  The route is about 5 minutes from the vegan boulder.,Medium to Large Nuts and Hexes and Cams woudl work great too.,5.4,Upper Cliff,999999,105821299,105821291,-103.24408,44.08629
6b50fc4e-b340-485f-afc4-21f3cd9dfd36,Quarter Problem,unknown,Start on the far right rail sharing the same start as the pocket problem. Move left about one move then head straight over the roof.,,Pads,V3-4,Pocket Boulder,2,113807783,113807765,-103.24303,44.08603
471eb3ab-e6bd-447a-a111-4e40349e2618,The Pocket Problem,Joah Dreher,Start low under the roof on the obvious jug doing moves to a couple more good holds. From here reach way over the lip with your right hand and grab the stacked two finger pocket and then launch to sloper with your left hand. Grab the jug and top out.,,Couple of crash pads and a spotter.,V5-6,Pocket Boulder,3,105715766,113807765,-103.24303,44.08603
8a4efad3-26ce-4d4c-9a94-cab0c457c932,Upper Traverse,unknown,"This traverse is fairly low to the ground, so it is quite safe.  It works well from left to right or right to left.  If going L to R, then start at the Center Roof Problem and go right at the obvious level with lots of hand pockets, and feet about 3 feet off the ground.  Continue until the right edge of the rock.  Also, try the reverse from R to L.",,"Fairly low problem, easily done without a pad or spotter, but always nice to have.",V0,Vegan Boulder,999999,105715484,113808051,-103.24244,44.08584
db691d11-eec8-4f75-b270-7b29bb7c45dc,No Sleep,Snake Ferguson,"Start on two pockets on the right side of the boulder near the little tree stump. Left to a slopey pocket, right to a sloper. Left to a decent edge, right to a chossy pocket, bump right to a better pocket and bring the left foot up. Last move is the crux. Shoot for the tick mark on a little nub at the top.","Far right of the Veeg where that tree stump is. Let me know how it is folks, I'm not very experienced with V ratings...",The new wood chips make for OK landings without a pad.,V2+,Vegan Boulder,999999,106682746,113808051,-103.24244,44.08584
4f2fb5fa-f6c4-4e63-a745-e043b3b52f69,Lower Traverse,unknown,,,"Lowball problem, easily done without a pad or spotter, but always nice to have.",V0,Vegan Boulder,999999,105715481,113808051,-103.24244,44.08584
acc0677c-8cc5-4abe-bd0b-3efe0c8756ec,Center Roof Problem,John Evans '60s (most likely),,,"Pad and spotter, or a toprope can be set up off of a bolt or two at the top",V0,Vegan Boulder,999999,105715478,113808051,-103.24244,44.08584
1b0d23ba-4128-45fd-b3d7-10b606f1473d,Praying Mantle,unknown,"It starts at the very bottom left corner. You traverse the bottom working your way to the right. then you get to the shelf. Mantle off of it, stand up, then top it out.",,"2+ Pads, Spotter",V1-2,Mother of God Boulder,0,113808008,113807978,-103.24335,44.08607
35d60111-a3f9-4ef7-8a6f-e6edac530aa7,Dia de Gloria,unknown,This problem sits more to the right side of the boulder.,,"2+ Pads, Spotter",V0,Mother of God Boulder,2,113807983,113807978,-103.24335,44.08607
99773e96-20f4-45f9-a94d-e9eaf2bb09fb,Celestial Elusion,unknown,Goes straight up the boulder. You use the crimp to the right to pull over the top,,"2+ Pads, Spotter",V1-2,Mother of God Boulder,1,113807998,113807978,-103.24335,44.08607
389ab12a-ef06-4179-9f92-e56446d92883,Half Problem,unknown,"Start low on the rail sharing same start as the Pocket Problem and go left about ""half"" of the rail and exit up and over the roof.",,Pads,V3,Pocket Boulder,1,113807827,113807765,-103.24303,44.08603
b1581826-f19f-4c2f-9c38-3664ad7ef8b9,Full Problem,unknown,"Start on the far right rail sharing the same start as the pocket problem. Move left going the ""full"" length of the rail and exit over the roof.",,Pads,V1,Pocket Boulder,0,113807835,113807765,-103.24303,44.08603
7911be97-045b-4e96-85cd-121180e022ce,Thief,unknown,"Same start as ""the Clerk"" but after the match cross through to the mono w/ your left hand and do a big dyno to the jug out right. From here go straight up.",,pad and spotter,V7-8,Store Boulder,2,113807938,113807884,-103.24292,44.08589
29b5e249-8639-4e30-ad5c-b629eb542206,Manager,unknown,"Start matched in deep round pocket. move left to large chalked up sloper, match here. get some high feet and go straight up to the small crimp, then bump into the deep incut. from here go right then work your way up to the top out. (for full value do not use arete out left, brings the problem down a grade or 2 (v0/v1)) the route is a little spicy since it is sandy and somewhat high. fight the pump and keep moving!",from the Vegan Boulder.. walk uphill on the trail until you encounter the tall boulder/wall with a red face (store boulder). this is the left most route (see store boulder for pictures).,"3 well placed pads if you're by yourself, or a pad or 2 if you have a spotter (spotter recommended).",V2,Store Boulder,0,107935694,113807884,-103.24292,44.08589
087f0b5a-ea52-481e-b659-04b8d993cd85,Clerk,unknown,"Start really low with right hand on a deep right handed pocket and left on a micro pinch on the T hold. From here do a big cross through and match, then go a little left and then straight up.",,Pad and Spotter,V7,Store Boulder,1,113807927,113807884,-103.24292,44.08589
9403b62d-a91c-4cc7-be09-9f98c76f0f43,Round House and Running,Cameron Luth,"This route goes up logans first 5.4, then there is a sharpe arete climb on the left of this arete, up the face. There are good holds and the route is quite a bit overhanging.","Once you find the J-crack go left about 10 feet and there is another crack. Climb up this, then once you get to the arete stay on the left side and to the top.","There are chain anchors on top for top roping, But bring a few draws or a sling to hang over edge to make top roping easier.",5.7,Upper Cliff,999999,105864653,105821291,-103.24408,44.08629
1e8619e1-d7e0-4466-aa06-3bb86f6055d1,Pigeon Poo,unknown,This route was named after all the bird poo i spent three days scraping off with a brush. This route goes up a face with about four horizontal cracks then a really good mono up to a roof. then about a five move crux.,This route is to the left of the J crack about 100 feet up a white streak.,A cold shut Anchor and a chain anchor at top,5.10+,Upper Cliff,999999,105947356,105821291,-103.24408,44.08629
a818f122-1576-452e-8a8d-5552e521a8ce,Logans First,August 2006,This climb is a basic climb just like the others in this area such as the Unnamed route. Good holds if you are learning.,To get to the route follow the road Up from the Settlers Boulder on M Hill in Rapid City. The climb will come into view in about 1 minute after passing the Settlers Boulder and will be on the right. These 2 routes are close to each other right about 20' of Unamed 5.4,There are 2 sets of anchors. Fixed chains for setting up a top rope on each of the 2 sets.,5.4,Upper Cliff,999999,105857108,105821291,-103.24408,44.08629
d7bf415e-7258-427d-ad09-3b4e84f252f4,Firm Handshake,unknown,"Not sure if this route has a name or not, but this is its temporary name. Start near the big pocket a couple feet left of ""J crack."" Face climb up good pockets, trending left to the arete. Climb the right side of the arete to the anchors. Shares anchors with ""Round House and Running."" Watch for wasp nests in the some of the deeper pockets.","Park at Founder's Park. Walk across the bridge near Vegan and head up the gravel road until a path branches off on the right. Follow the path or cut across up the hill to the base of the sandstone wall with the worn words printed on it. To find the anchors, walk to the left a little and scramble up a little gap to reach the top of the wall. The anchors are off the edge a little, so use caution when rigging the TR.",Two anchors up top with no chains. Bring long slings/cord to build a TR anchor.,5.7,Upper Cliff,999999,110615754,105821291,-103.24408,44.08629
51880402-13bf-46dd-85a5-6f28fae22fa9,Hurry Up,unknown,"Climb the lower section next to the small roof/cave to gain the upper portion. Pump through a steep overhang on jugs and then top it out for a nice little challenge. This route probably has a different name, but this will be its temporary one.",Park at Founder's Park. Cross the bridge to Vegan boulder. Follow the gravel road up the where it turns to a path on the right. Follow the path or cut across to the sandstone wall with faded words printed on it. The route begins about 30 ft left of J-crack next to a small cave/roof. Scramble up the gap in the wall to the left to find the anchors up top.,Two anchor bolts with no chains. Bring long slings/cord to extend an anchor over the edge.,5.8+,Upper Cliff,999999,110615939,105821291,-103.24408,44.08629
55397b9e-d64d-4698-978e-5365664bab9b,The Outlaw,unknown,Begin with a sit start on the center arete of the boulder. (arete just right of the green streak) Begin on positive holds following small crimps all the way up the arete to the big lip.,Center Arete,2 Crash Pads,V6,"Green Monster, The",3,113807685,113807591,-103.24375,44.08608
55c183b4-d214-46af-8654-8e6dfc983a5a,The Hulk,Josh Dreher,"""The Hulk"" starts on the massive jug on the left side of the ""Green Monster Boulder"" and traverses directly right on good egdes and really bad feet to the Green Monster dyno (Green Monster dyno starts on the right hand side of the obvious green face on a matched one pad edge and goes straight up to jug at the lip) and then finishes for that problem.",,Two or three crash pads.,V9,"Green Monster, The",1,105715757,113807591,-103.24375,44.08608
e243a5a9-777c-48e9-9a3a-50585cf43e30,Da Mo's Cave,"Snake Ferguson, January 23, 2010",Start at the right side on two slopey points. Cross over with your right and continue on out the hole in the roof :D,Up the hill from the Vegan roughly 70-80 yards. Can't miss it. The Store Boulder and Winter's Warmth are within 20 yards of the cave's entrance,A spotter and a couple pads would've been nice but I sent it without so just keep ur eyes on the road and hands upon the wheel.,V1+,Da Mo's Cave,999999,106682763,113808033,-103.24273,44.08593
74e604a8-2550-4473-ba3d-12c3f790ebba,The Sweet Fancy Crack,"Matt Scherer, Aly Bailey, Collin White. Ground up","This short, slightly overhanging crack packs a punch! begin in hand jams that slowly get smaller until your in perfect fingers then make a quick move to the jug above and clip the cord.",before the high point formation take a left uphill to a small spire the crack is on the south face,single rack to a #2,5.10-,High Point / Labor Day Weekend,999999,114551162,111055770,-103.48095,43.8842
b202f5b7-083e-4d99-8c83-00b9fb2da909,The Experiment,unknown,Start low under the roof on good holds.....climb as far as you can. With spotters you could go big on this one!,Up high on the cliff band....This prob has a shelf landing under it.,Pads & spotters,V2-3,Experimental Forest,0,107063168,107063159,-103.22302,44.07898
c70e5620-33eb-4522-9c31-786a009d6e34,French Lavender,"Matt Scherer, Aly Bailey Ground up 7/6/2018","climb the obvious hand crack once the crack peters out trend right to a small ledge and continue up the face clipping one bolt, a fixed pin, then placing some finger sized gear in a horizontal placement. pull over the final crystals and finish on the slab to the anchor.",this route lies on a south facing buttress uphill from dorsal.,"double rack of hand sized pro and a couple finger sized pieces for the horizontal, 1 bolt, 1 fixed pin",5.9+,High Point / Labor Day Weekend,999999,114561830,111055770,-103.48095,43.8842
01272abb-3dbe-4a8f-bfd8-0ca448dc93f7,Almastafa,"Pat Flemming, Dave Asscherick 1994 Ground Up",,¼ mile up trail 14 take a left (east) up the hill and seek out the prominent spire.,Single Rack to a bd # 3 double up maybe on the .4 - 2 bd stuff if you plan on sewing it up. There is one bolt about 1/3 of the way off you can see it from the ground.,5.10+,High Point / Labor Day Weekend,999999,111055777,111055770,-103.48095,43.8842
b72e1134-f82f-4150-97ad-381da94f8e93,Green Monster,not done,"Starting on the left side of the green face, start on the two positive hand holds/crimps with poor feet. Traverse right across crimps and finish up the center face.",,"A few boulder pads and a good spotter, a rock makes the fall a painful one.",V6,"Green Monster, The",2,105715628,113807591,-103.24375,44.08608
8bb97e84-e5d9-480c-a695-9ecea28519ef,The Green Mile,Josh Dreher,"""The Green Mile"" starts on the central arete of the Green Monster bouder on a really low sit start with two obvious holds. From here climb the arete to a hard match in the corner. Reach to the Green Monster start hold and cut the feet(the crux). Keep traversing left untell it is possible to go up over the slightly overhanging face on the left side of the main face. You have to do a blind slap to a invisible hold over the top of the bulge from an undercling. Top out. I call it ""The Green Mile"" since it's about 16 moves long!!!",,Three crash pads.,V10,"Green Monster, The",4,105715760,113807591,-103.24375,44.08608
6464bd98-3475-4220-9163-d30b4b0bc8a2,Bruce Banner,unknown,"This warm up starts on the same jug as ""The Hulk"" but avoids gamma radiation by following jugs up the left arete, a left heel hook and several bad feet on the overhanging face.  Tops out above the left face of ""The Green Monster.""",Left arete on the Green Monster Boulder,pads,V0,"Green Monster, The",0,112255379,113807591,-103.24375,44.08608
04c62655-4460-4d1a-8dec-0278d2420faf,MC Cracker,Mike McNeil and Chris Schillinger,Nice sandstone crack that may be slightly sandy.  Rock is soft but should not blow out if you fall on gear that is hand size.,Crack on the sandstone band to the east of the intersection of Nemo Road and Vanocer Canyon.  You can drive up on gravel until below the cliff.  Maybe a 10 minute walk.  We climbed it somewhere around 94/95. This doesn't really belong in the estes creek area but I did not remember how to start a new area.  Not too far from there though.,Use cams and nuts that look like they will fit in that size of crack.,5.8,Estes Creek,999999,114290587,107554250,-103.22302,44.07898
642b4669-2159-499c-9eea-ec0b8f81986a,Thumper,"Bob Archbald, Brent Kertzman, Mike Engle, Vern Phinney  1983",Climb the hands to off-width crack past a rounded ledge then continue up a layback crack.,The obvious splitter crack just right of Bene Gesserit.,"Cams to 5"", Set of Stoppers",5.9-,Cliffs of Dune,999999,107349349,105714297,-103.4268,44.12118
d17ec19d-fb06-4933-b386-b1d914e7e696,Mr. Beanie,"Luke Ross, Andrew Bellisle, Chris Hirsch, Oct 2019","Long problem that begins with a large deadpoint from the sit start off a big flake. Then take a hard right following good crimps out to a jug ""rest"". Sack up for the tall, but not-so-bad top out. Not a bad idea to preview the top out first though.",Starts on the far left side of the cave on an obvious starting jug. Traverses to the center of the cave to the shared top out. Down climb way to the left.,Several pads and a spotter or two.,V8,Hipster Cave,0,118104208,118104178,-103.36662,43.89426
a9c27a1d-b5a3-4ab3-bfac-0f08f90ae79f,Seitch,"Vern Phinney & Mike Engle, 1983",Beautiful line directly up the pocketed face,Towards the Left/Northern side of the sandstone cliffband,Couple of cams in the pockets. New anchors up top.,5.9,Cliffs of Dune,999999,107316201,105714297,-103.4268,44.12118
88d53e11-889f-47f9-9093-997e4107963a,Darth Cracker,Brent Kertzman and Mike Engle,Beautiful crack towards the left/North side of the Dune cliff band.,Around the corner from Siege.,Anchors up top.,5.8,Cliffs of Dune,999999,107328730,105714297,-103.4268,44.12118
27a1e195-2aac-49ee-b4c8-923509ab829a,Tension Comprehension,Joshua Dreher,Start in the back of the cave on an obvious left hand pinch and right a good hold about a foot below your left. Fire to edges in the roof and finish on the left side of the boulder.,"If walking down from Fright Club, go left when it levels out on the sandstone. Do some easy down climbing and you should see the small cave to your right. Starts in the far back left side.",Pads,V5,Falling Rock Drainage,999999,105878257,106998210,-103.36295,44.05384
989b4dda-250d-4fdc-bf1b-d5165d9aed26,Split the difference,unknown,"Problem starts on flat linner and traverses slightly upwards and left topping out on One Eye Porter, the crux is holding the middle crimp lay back and fixxing feet for a slow movment to the top.","As you hike in through the bottom to the north wall, the boulder is on the right just off the trail about 30 yards before the main routes on north wall.",lots of pads and spotters so you dont roll down the hill,V3-,Falling Rock Drainage,999999,107004757,106998210,-103.36295,44.05384
39bfcd6b-6c07-48cc-b47f-dccef452b93c,Scrupplelz,unknown,"Sit start on obvious layback, move left to torquey side cripm, right hand move up and right to slopey miny ledge, continue to left crimpy sidepull and with some fun foot work gain the top.","Right before freight club, up canyon from it by like 30 yards.",A couple pads,V3+,Falling Rock Drainage,999999,106998220,106998210,-103.36295,44.05384
cee85d98-154a-4d55-a513-92fcbf2fe0c6,Project Mayhem,Joshua Dreher,,,,V5,Falling Rock Drainage,999999,105849327,106998210,-103.36295,44.05384
0741d6a7-009c-45ce-a11a-22e81fed7c8a,One Eye Porter,unknown,"Start on arete left pull on corner and right side pull on face side, tricky foot work to right staight pull double catch crimp, supper staic move to left micro continue right to crimp bump before the top out.",left of split the difference,pads and spotters,V7,Falling Rock Drainage,999999,107004784,106998210,-103.36295,44.05384
1cf9eb79-9b83-40fe-9b07-cd5b52d208f6,Freight Club,Joshua Dreher,,"Near the base of the gorge directly beneath the right side of the main cliff (namely Blockhead and One Finger Solution) is a small boulder field. This boulder problem is mainly on the back side of the small, rectangular shaped boulder. You'll recognize it by the ridicules landing.",A Lot of crash pads and a lot of spotters,V10,Falling Rock Drainage,999999,105849319,106998210,-103.36295,44.05384
47d59929-8839-4eae-bd7b-d1a6e7d34cb3,Flat Linner,unknown,"Sit start right hand low ledge and left on crimp, left foot on pedal near the corner, pull up right to pocket crimp and use pinch buldge on the left, bump right to mono finger pull, then fire for the top.",right of split the difference,Pads and spotters,V3-4,Falling Rock Drainage,999999,107004771,106998210,-103.36295,44.05384
5ccd62b2-e725-4bf5-ba58-1c2afa0e40f7,The Dawning,Joshua Dreher,Start on two slopy holds in the huge horrizontal crack. Traverse left to the arete and go up through some big moves to get to the jug. Top out.,Go around the bend past the massive boulder and go another 100 feet. Look to your right and you should see a black slightly overhanging face. This problem start towards as far right as you can in the horrizontal crack and traverses left to the arete. Go up the arete then throw out right to a jug and finish straight up. The top out is no gimme.,Pads,V5,Falling Rock Drainage,999999,105886379,106998210,-103.36295,44.05384
258fa1dc-ffd5-425a-96bf-964e2aa2e116,The Dawning Direct,Bo Fuks,REACHY!!! If your ape index is under 6 foot this problem is at least V8 (as it was for me). Those with a large ape index will find the first move to be much easier than for others.,"When you come around the bend past the massive boulder, walk about 100 feet further into the gorge. Look to your right and you should see an amazing black-faced boulder. This problem starts on the left side of the black face with a good hidden right hand undercling and left on an undercling just to the left of your right hand. Go straight up (the left arete is out) and if necesary use the hold out right (which I think makes the problem better). Once you reach the jug go straight up doing a few campus moves to reach good holds.",Pads and a spotter,V7-8,Falling Rock Drainage,999999,105885935,106998210,-103.36295,44.05384
ab691e27-1149-48b8-8d52-a01e76fee764,Darn You Gangles,Teal Michelle Tompkins,Start on the obvious two edges down low. Do a hard cross with your right hand to a 3 or 4 finger pocket. Finish straight up. Some say hard for V2.,,Pads,V2,Falling Rock Drainage,999999,105878682,106998210,-103.36295,44.05384
8c852291-1bce-4a0e-8606-bce56236e010,Bucky Done Gun,Joshua Dreher,Start on the starting holds of Freight Club but instead of moving onto the other side of the boulder (Freight Club) climb up and left using a good heel hook.,Freight Club boulder.,Pads and a spotter,V4,Falling Rock Drainage,999999,105876637,106998210,-103.36295,44.05384
363c2549-7b75-4ee0-ac51-5b0cb6cc84b3,Whiskey Dick,Ted Stymeist and Rusty Lewis,Follows the exposed arete up the overhang with anchors at the top. A surprisingly fun and cool route that sees little traffic. Wild exposure on the overhang with a cool bear hug and heel hook for the crux moves.,Carefully scramble onto the exposed ledge around the corner from Spermatose. A safer way may be to just rappel from the top. Clip into the first bolt for the belay.,Bolts,5.11+,South Canyon Wall,1,117815443,105714315,-103.36295,44.05384
a9c39c2a-3383-4dbc-82ba-2832f8e0bf53,Toprope Route,Lane Smith,This is a really fun route. Follow the large flakes all the way up. Great holds and feet. It very close to BAHBTAWB but because of the flakes you do not really notice. There are about 5 anchors above it so it is very easy to set up a toprope on.,See picture. It is just to the R of BAHBTAWB.,I assume most people will just top rope this but I think it could be easily led on gear as well.,5.9+,South Canyon Wall,6,115430387,105714315,-103.36295,44.05384
db11d30c-c447-43ad-9558-79c0f16e081f,Spermatose,unknown,"Get to Spermatose by following the directions in the South Canyon Wall description.  The trail takes you right to the top, and just walk over to the rock protrusion to toprope it. To lead it, hike down a steep gully to the right. The climb goes up the west face past bolts.",,"bolted route, fixed anchors, easy to toprope",5.9,South Canyon Wall,0,105714920,105714315,-103.36295,44.05384
6b9f1f4a-36b1-493f-8558-3e0e9f975aeb,No Deck a Dunce,Brent Kertzman,Follow bolts. Lots of side pulls. The feet can be tricky.,To the left of Hobo Testes.  The anchors on the top are a little tricky to rappel off.,6-7 bolts,5.10b,South Canyon Wall,9,115184444,105714315,-103.36295,44.05384
e5dddd97-95df-4589-aad5-ffa0a8078c4c,Ne Soyez Pas Un Poile Moilee,Brent Kertzman,"Fun short route, anchors below the rim.  Bolts look new. If you top rope it from the bolts on the very top be careful as many of the blocks above the anchors are loose.",Around the corner to the left from Better a Has-been Than a Wanna-be.,Half dozen draws,5.11b,South Canyon Wall,4,117903320,105714315,-103.36295,44.05384
14bcef00-be51-491a-be13-d16aef461e65,Liquid Tofu,Brent Kertzman,Fun route that is in a beautiful location. Good holds and fun movements. Watch for hornets!!,To the left of Racial Equality.,"4 bolts to anchors, can be easily top roped.",5.11d,South Canyon Wall,3,119364117,105714315,-103.36295,44.05384
0bfc6e86-0603-4621-962b-ad47b932b45b,Hobo Testes,Travis Rypkema,,,4 bolts to 2 bolt anchor.,5.10+,South Canyon Wall,10,108289026,105714315,-103.36295,44.05384
e879f0bc-694f-4979-b2ac-61eb6a7e3fc2,Golden Showers,unknown,"See directions for ""Spermatose""... this route climbs the rock outcropping opposite from ""Spermatose""...  belay from the small ledge about 2/3 down the face... it's very wise to stick-clip the first bolt...  the first 10-12 feet climbs probably the most uncomfortable rock imaginable; sharp and pointy and just plain crappy to put your hands and fingers on...  after this the climbing goes into typical Falling Rock face climbing... this one reminded me of ""France by Chance"" on the North Canyon Wall...  it really is worth a go...  i'd like to hear what others think of this one...",,Bolts + anchors,5.10b,South Canyon Wall,2,105715325,105714315,-103.36295,44.05384
9c9f5b65-1b9c-49ea-8252-ced2ac0b262a,Getting The Bob,"Brent and Nora Kertzman, April 17, 2003",This route is the bolted arete just right of Men Without Egos. Use Men Without Egos anchors. See description for Men Without Egos for approach.,,Five Bolts,5.9,South Canyon Wall,8,105715307,105714315,-103.36295,44.05384
